Descriptor Name,Full Scientific Name,Source Library,Scientific Category,Functional Description & Toxicology Significance
SpMAD_D,Spmad D,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_D)."
SpMAD_Dt,Spmad Dt,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpMAD_Dt)."
SpMAD_DzZ,Spmad Dzz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_DzZ)."
SpMAD_Dzare,Spmad Dzare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_Dzare)."
SpMAD_Dzi,Spmad Dzi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_Dzi)."
SpMAD_Dzm,Spmad Dzm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_Dzm)."
SpMAD_Dzp,Spmad Dzp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_Dzp)."
SpMAD_Dzpe,Spmad Dzpe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_Dzpe)."
SpMAD_Dzse,Spmad Dzse,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpMAD_Dzse)."
SpMAD_Dzv,Spmad Dzv,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_Dzv)."
SpMax_A,Spmax A,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_A)."
SpMax_D,Spmax D,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_D)."
SpMax_Dt,Spmax Dt,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpMax_Dt)."
SpMax_DzZ,Spmax Dzz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_DzZ)."
SpMax_Dzare,Spmax Dzare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_Dzare)."
SpMax_Dzi,Spmax Dzi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_Dzi)."
SpMax_Dzm,Spmax Dzm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_Dzm)."
SpMax_Dzp,Spmax Dzp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_Dzp)."
SpMax_Dzpe,Spmax Dzpe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_Dzpe)."
SpMax_Dzse,Spmax Dzse,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpMax_Dzse)."
SpMax_Dzv,Spmax Dzv,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMax_Dzv)."
Spe,Spe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Spe)."
SsAsH2,Sum of E-State Values for single-bonded AsH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsAsH2)."
SsBr,Sum of E-State Values for single-bonded Br Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsBr)."
SsCH3,Sum of E-State Values for single-bonded CH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsCH3)."
SsCl,Sum of E-State Values for single-bonded Cl Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsCl)."
SsF,Sum of E-State Values for single-bonded F Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsF)."
SsGeH3,Sum of E-State Values for single-bonded GeH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsGeH3)."
SsI,Sum of E-State Values for single-bonded I Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsI)."
SsLi,Sum of E-State Values for single-bonded Li Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsLi)."
SsNH2,Sum of E-State Values for single-bonded NH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsNH2)."
SsNH3,Sum of E-State Values for single-bonded NH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsNH3)."
SsOH,Sum of E-State Values for single-bonded OH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsOH)."
SsPH2,Sum of E-State Values for single-bonded PH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsPH2)."
SsPbH3,Sum of E-State Values for single-bonded PbH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsPbH3)."
SsSH,Sum of E-State Values for single-bonded SH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsSH)."
SsSeH,Sum of E-State Values for single-bonded SeH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsSeH)."
SsSiH3,Sum of E-State Values for single-bonded SiH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsSiH3)."
SsSnH3,Sum of E-State Values for single-bonded SnH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsSnH3)."
Sse,Sum of E-State Values for single-bonded e Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: Sse)."
SssAsH,Sum of E-State Values for single-bonded sAsH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssAsH)."
SssBH,Sum of E-State Values for single-bonded sBH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssBH)."
SssBe,Sum of E-State Values for single-bonded sBe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssBe)."
SssCH2,Sum of E-State Values for single-bonded sCH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssCH2)."
SssGeH2,Sum of E-State Values for single-bonded sGeH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssGeH2)."
SssNH,Sum of E-State Values for single-bonded sNH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssNH)."
SssNH2,Sum of E-State Values for single-bonded sNH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssNH2)."
SssO,Sum of E-State Values for single-bonded sO Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssO)."
SssPH,Sum of E-State Values for single-bonded sPH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssPH)."
SssPbH2,Sum of E-State Values for single-bonded sPbH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssPbH2)."
SssS,Sum of E-State Values for single-bonded sS Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssS)."
SssSe,Sum of E-State Values for single-bonded sSe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssSe)."
SssSiH2,Sum of E-State Values for single-bonded sSiH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssSiH2)."
SssSnH2,Sum of E-State Values for single-bonded sSnH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssSnH2)."
SsssAs,Sum of E-State Values for single-bonded ssAs Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssAs)."
SsssB,Sum of E-State Values for single-bonded ssB Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssB)."
SsssCH,Sum of E-State Values for single-bonded ssCH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssCH)."
SsssGeH,Sum of E-State Values for single-bonded ssGeH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssGeH)."
SsssN,Sum of E-State Values for single-bonded ssN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssN)."
SsssNH,Sum of E-State Values for single-bonded ssNH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssNH)."
SsssP,Sum of E-State Values for single-bonded ssP Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssP)."
SsssPbH,Sum of E-State Values for single-bonded ssPbH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssPbH)."
SsssSiH,Sum of E-State Values for single-bonded ssSiH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssSiH)."
SsssSnH,Sum of E-State Values for single-bonded ssSnH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssSnH)."
SsssdAs,Sum of E-State Values for single-bonded ssdAs Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SsssdAs)."
SssssB,Sum of E-State Values for single-bonded sssB Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssssB)."
SssssBe,Sum of E-State Values for single-bonded sssBe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssssBe)."
SssssC,Sum of E-State Values for single-bonded sssC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssssC)."
SssssGe,Sum of E-State Values for single-bonded sssGe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssssGe)."
SssssN,Sum of E-State Values for single-bonded sssN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SssssN)."
